"gene","logFC","FDR","add_variable","time","data_name"
"SCO3228",2.25,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3229",5.46,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3229",2.58,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3229",3.01,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3230",4.26,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3230",2.61,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3230",2.71,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3231",2.47,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3231",1.6,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3231",2.36,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3232",2.37,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3232",1.75,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3232",1.88,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3233",6.94,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3233",2.81,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3233",2.96,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3234",2.13,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3234",1.52,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3234",1.82,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3235",3.1,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3235",2.93,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3235",1.82,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3236",6.78,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3236",3.05,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3236",2.97,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3237",2.16,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3237",1.38,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3237",1.35,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3238",3.07,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3238",1.38,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3238",1.87,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3239",4.33,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3239",2.22,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3239",2.3,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3240",2.37,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3240",1.78,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3240",1.62,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3241",3.8,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3241",1.97,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3241",2.36,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3242",1.59,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3242",0.84,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3242",0.93,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3243",10.14,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3243",1.79,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3243",2.74,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3244",5.89,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3244",2.49,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3244",2.68,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3245",3.48,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3245",1.55,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3245",1.6,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3246",2.43,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3246",1.57,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3246",1.92,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3247",3.7,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3247",2.18,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3247",2.15,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3248",3.21,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3248",1.35,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3248",2.01,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO3249",5.24,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO3249",1.88,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO3249",2.14,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5070",1.88,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5070",2.47,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5070",2.42,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5071",5.49,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5071",4.17,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5071",5.28,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5072",4.1,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5072",1.8,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5072",3.83,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5073",8.46,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5073",7.25,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5073",9.94,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5074",7.07,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5074",5.65,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5074",8.95,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5075",5.38,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5075",3.63,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5075",6.93,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5076",4.17,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5076",3.52,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5076",4.97,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5077",6.18,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5077",5.35,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5077",7.03,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5078",6.51,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5078",5.33,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5078",8,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5079",8.53,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5079",9.11,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5079",11.79,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5080",8.4,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5080",20.16,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5080",19.78,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5081",5.64,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5081",5.65,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5081",6.56,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5082",2.34,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5082",2.88,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5082",1.84,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5083",3.3,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5083",4.42,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5083",3.3,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5084",4.02,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5084",5.31,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5084",3.96,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5085",5.65,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5085",13.65,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5085",8.5,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5086",6.99,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5086",6.02,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5086",8.87,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5087",2.94,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5087",2.06,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5087",3.01,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5088",5.97,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5088",4.74,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5088",7.25,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5089",8.34,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5089",8.79,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5089",13.16,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5090",6.65,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5090",5.93,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5090",8.59,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5091",4.81,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5091",4.09,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5091",5.6,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5092",3.71,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5092",2.7,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5092",4.01,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5877",2.93,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5877",1.62,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5877",1.5,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5878",2.09,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5878",1.88,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5878",1.33,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5880",2.4,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5880",1.89,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5880",1.63,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5884",3.29,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5884",2.23,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5884",2.07,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5885",2.12,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5885",1.97,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5885",1.97,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5886",2.36,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5886",1.54,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5886",1.53,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5887",2.44,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5887",1.23,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5887",1.43,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5890",3.23,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5890",1.69,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5890",1.47,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5891",2.6,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5891",1.86,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5891",1.84,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5892",3.51,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5892",2.77,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5892",2.23,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5893",2.3,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5893",1.38,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5893",1.66,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5895",3.14,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5895",1.81,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5895",1.91,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5897",6.81,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5897",2.97,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5897",2.57,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6273",2,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6273",1.84,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6273",1.81,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6275",2.53,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6275",1.96,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6275",2.28,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6276",2.24,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6276",1.67,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6276",1.68,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6277",1.38,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6277",2.07,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6277",1.86,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6280",2.33,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6280",1.77,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6280",2.19,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6284",3.28,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6284",7.67,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6284",5.93,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6285",1.92,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6285",2.54,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6285",2.76,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5222",2.58,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5222",2.66,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5222",1.52,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5223",2.02,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5223",2.29,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5223",1.5,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO4921",2.33,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO4921",2.92,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO4921",2.96,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5535",4.95,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5535",3.18,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5535",3.67,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5536",4.1,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5536",2,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5536",2.64,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO0999",6.89,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO0999",4.05,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO0999",5.02,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO2633",7.57,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO2633",4.2,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO2633",5.52,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6266",2.21,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6266",3.74,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6266",4.02,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6681",2.9,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6681",2.37,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6681",2.82,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6682",4.31,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6682",7.42,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6682",9.44,0,"DohkAvsM145",88,"ohkA_scoe"
"",NA,0,"DohkAvsM145",48,"ohkA_scoe"
"",NA,0,"DohkAvsM145",64,"ohkA_scoe"
"",NA,0,"DohkAvsM145",88,"ohkA_scoe"
